hash,Nganh
208f38da3a91bc2dc7aaeb87d3ea2358,TE17
2ae7540209b566884939348caca20ca2,TE17
0319068a6fe887aa8e52a557c1f9f14b,TE17
8de5bcfca4fabcee97ecb4e6fafd5bae,TE17
9d4f84bffe00a00678b24d3e99b994d6,TE17
b0d9898370b209d12cf483ea0ce949b3,TE17
e2048efd607ca9b298ffd063095701aa,TE17
66c7677bcc05fbc98ba3ab14476b1d10,TE17
1b2cfdb6f317f2a3d167b62fbf84315f,TE17
37ba5d531d3211cafd1b742ca78e919b,TE18
967272f15f54cd28d74f98442d1d86f5,TE18
f73845eea0bdc8d0090198e7bc2d1192,TE18
2c10846835871b6c45b76f26f15ea681,TE18
3ed386f98a79e87e2cf66988153faa5f,TE18
8948461534ed4d32215da0b7da2da7af,TE18
69f840c293a1ed2797e1f92a723b81c6,TE18
d453b917eda869c77f3f540f5bb361b3,TE18
45b7bc179fcfe54851d451f52aa6419e,TE18
bd537064f4bf72855485b355b38397d0,TE18
e99492337edfd824e729b9ea38ce3205,TE18
af306a6a9432d41eaaebdbc71b3100a3,TE18
1f97190b5524ad3a125ac1515a6e02cb,TE18
7ed38aabdf5cec6b519212c6f34cc2c8,TE18
825e137d6bdd9eb9e72f3ef1f983e3e1,TE18
fe024de728b08fea5c48ccd1800c0d5d,TE18
71d9aeeb406ba903f5f95d38c7c622ab,TE18
734bf97d2ab5cca77230cd99b4f92ee5,TE18
ece9eee86784862e1a0aeb52e8407f88,TE18
e40419eb268a666d13a5b9e8576ccfbf,TE19
c2c0ffb649313e765aef66a644739ed6,TE19
2b2ed9746d1a7a61edef1dbf8d25c989,TE19
ac74b997336b15fdb4ec195140f3e041,TE19
a6ff17e1fa01c403b8baf69500136607,TE19
73d3eff49bb6af9a1b536cae4fc00e53,TE19
da3d79c8c71d1c75906b5f7144361a00,TE19
03dda3397fc29043706409c42f185f20,TE19
5fa8b5d420b031027e9a0e0b99f9f1ad,TE19
2c99a890149af498a993c214a125336a,TE19
e8e3ef0a052b6b164656552730e2b6bc,TE19
44023378ee6c51d3112e16ee41a5a1f6,TE19
5ba782148d2e17cc42e6369f0171a0e9,TE19
b3992cf888687806681a82af8904164f,TE19
086f3cf265502a8d9b48d312e92c227e,TE19
895cfa66e4fa18f69381b3bbc1f40823,TE19
ed000049b79c4b20723990090cacf712,TE19
6be1a8e561742450285bbc3483a08de9,TE19
72f8755bb51dfdb46a938ee16ae0f197,TE19
fa8669e0a801849ca2100b6cd4638793,TE19
80c8dbb0c26287d159f490a27e201536,TE19
fe2df5ca08587f570a6dcbc2f4700f70,TE19
af288ac608fdde7ccf1940b3b06a87f4,TE19
ccb3c2fada665470c24c925e415cec44,TE19
57215cbc7d5587c2566745562ff63ec4,TE19
a5fe6ecab589b57be4f20d0afc7b10df,TE19
e14e81d3736981b538419167b125b956,TE19
37b45817d7e54302371a4fba224c8dd6,TE19
121258e41640d8b288ccc2cafd00dfd7,TE19
b0bb6f4d3e382b4d0ea780583db870b9,TE19
46193ed5891986fc18e9ce64425bc737,TE19
6f97ea54c8053a8b9b023a6870953068,TE19
8c7c0d4d6ad4772d06ad134236c88c26,TE19
6fa4bd3679c6aebca0a79e9169e0be87,TE19
e7c1ae1116b8cf5953343c7ded87c7f4,TE19
5bc9615f2736813808fe96e65fcdf820,TE19
4b477a717c7b82d46e22aac943766611,TE19
184a94094f34e60f1c17542ce3710745,TE19
6e76079332c3704d01d3e15832b3705f,TE19
ffdac871a1b1490d2f26d70d6c2ef05d,TE19
664096dbf85b08257ce09b90ca517868,TE19
9231320f8245ba058506267ced09c6e2,TE19
5e271e386e92f69bbe6f72ce9bf66076,TE19
a5d33fafe0df4d1fe044c3e8909374e5,TE19
200d24fbbc0de6b03c95178307990587,TE19
42b25ccc4bc1b42ebb0b38e23c2f00df,TE19
5eac8cf32a59b1f05c1ebbad9c2ecad5,TE19
899f1aa295cba045bff6fe078013365d,TE19
fa47e847f4f311e272b815da75290ed6,TE19
97ac919902f19a1e0bdf316bf5a66392,TE19
1e2ad36a0023abd5da9fefc0a74c2c16,TE19
15d96fc024a6ca89d05f58575265c479,TE20
cc2500c26d83c32cb8a28ccd9f36d035,TE20
a069d23e9d987a79e461a4b3a3191874,TE20
6aee69e7c216152bf363e64f1685fa7d,TE20
9e549878ee24d3e55697c9e5f896b050,TE20
8dc14e57c63a7add0eb4db5781207cc0,TE20
b235cffd889792e38259a2dea204c967,TE20
cdb9aa2addd5f10478dd51e13ae12a55,TE20
b6bc1e22dad189a87521ec329c6c4fed,TE20
b5b2a96e5ca6003832b4be92f4ed22c9,TE20
f66f84378a014bedf8369f9e65e6437c,TE20
452bda363a17d0499018dcef646c262f,TE20
c5aa71b1fbad74b281d722bec9feade5,TE20
62ac241bf49c9a62a6dbe0e1392dbbf8,TE20
beec8aa2f591c3d23ac2ab0088c17579,TE20
d89f7ea0ecb26b11c8879f2dd6719e0b,TE20
fa4ad25e9baf45b484d6401615579cfa,TE20
595f385c47b69f47aaa749003d178fa9,TE20
b3fc22ca47b5e95c99e4dbf3294e046f,TE20
2b83541ce34bd6e0eaa2f407e092af97,TE20
0df87fc1b7b18d0b79f77cfaa7104940,TE20
290ee34bb95b8c790bab58815a8e104a,TE20
033984734b4706ef8bbcb51d5572f11f,TE20
e0f70f780be55a590eecfd83585735de,TE20
2b49c9815923446553d5e5a3b0d6d3c9,TE20
364731d5976204ff204fc8aff10898f4,TE20
bc7eaa1a99990fb77e729aede2037502,TE20
16e9975043e00e7a989f6848531084e3,TE20
4f944a010b69ea48d81121229b29ddbc,TE20
bb7568bb2e8243ad5674ef0e2f17cd95,TE21
f1169ab30d5e6f29c836b138f8cb735c,TE21
c111a711ec838286abd34ed36d6f522b,TE21
7bb590e02367768ff219548b5402c9a8,TE21
55525d8f25097310a7bcc6d0b5eb65f2,TE21
c02f08307d2e2034dccb76441bd98668,TE21
a51390e39154f69559678dc15a7d118a,TE21
f2ac7a8d362cb836c83a550ae72e8fc6,TE22
6ed04b22ab14daa2a156548f0481d51a,TE22
08e9213a6c7036a1ef82ac4e5908d056,TE22
14b753c4b7e5112e17f3f64ce6aed751,TE23
5abb3a76e48dbb5c8464fa00bbcb961e,TE23
60ff4d3a6a331719fccc71626b9d20d5,TE23
c87b50d55e4d5065195026042662d244,TE24
3f52bcec7d78bec18d09ea481f812af5,TE24
99ae935479cfbb1ecb461b721ce2f759,TE24
5ca4c3a0fdacef6823b4714c5ad81e50,TE24
c8b34f7fc22a8e58f290493d7727a700,TE24
300e6d03c231360e10a67eb345d66297,TE24
08bdcb5135961c7301faa4a38d98c02d,TE24
c08a372a0242a7b8c449d23f1c335f58,TE24
df13e0d82acab49ea8ecc0896740c132,TE24
b975dad58468fb924332dfbae59cab8c,TE24
d6a0a67545f809abd4e331c112246b4e,TE24
e584b9756c1fcf4f766cfbd041ee8886,TE24
a0640bda4ea867fd5ebeb4ec2f49ecc2,TE24
e479a111ad2d7e42b41f0568537bd1be,TE24
dfaf21a426305b99eee868fb2c68ca59,TE24
fbe47be091de46257ab2083980742bac,TE24
f5b370421b252f5bf96afe638f1aee94,TE25
401273d4651fcba511aef3e8b1361130,TE25
5d613aba894f41d18baf173b5e2502db,TE25
1fa2d5df66a416581fae8553626010f4,TE25
dc86dbf502ee9b60fabd7c38d6303797,TE26
b03e5f05725ded04c27bb7c0d8a23177,TE26
81ebb19d5d5e91486d092a06528519e2,TE26
c267b03bddce409ea680441ee3ba33a1,TE26
ad2a308cfe7643e645f7de902830b00e,TE26
870f440f73f320c5a9761e4bf2cf60f3,TE27
e98b3a6d8b005b62f13e03b8cc6b1dae,TE27
d730ef7884056b628e00d0f77c625df0,TE27
08cf07ad728f4e70c43d7195c530ea7d,TE27
75ee3c9b7388e3e898a53a6035625abb,TE27
1d418be1e6c5e59b35524403f5520bdf,TE27
46a81d0aed1c164daea08335821fe24a,TE28
a5aa25da0716b23ef6e45eea0c45fdf8,TE28
c158720b116d37e0052c79dc2fda2a13,TE28
8c84255c4745d376930f9d4b5da611ec,TE28
5da1860df92c405829d972899ac1102b,TE28
54797a002515ff7a45e32163e1c5c0b0,TE28
26a37c6964e81b19a18c6cc57c18e4b6,TE29
b75d0e8f358f442f3df19be679bb6ef6,TE29
e49a757297eea182a9f544f84c2ca2e6,TE29
c1925e1a41eb6f3a9cd74ff1e33676a0,TE29
71fb8dc2978a4b5f5de61a4cc2dafd6c,TE29
170007c3e138d0d08cdcf642cb215eba,TE29
354e6156ffa9c6c87c0517244194e90f,TE29
ea1040764c11fa32abe63b6975dcb074,TE29
de77a560f56a416d5907c031f27ce2a8,TE29
758d84c1c6562e484149c01f3c916f50,TE30
02d1ef6e59d4edc319c48b842d4c1b12,TE30
ff875ac1a20ade6b8fb045907f65c6da,TE30
5e1491e8530330411bfae16c1fe6451e,TE30
c8f7ce2d6f2438e6f6fd98a263f163b4,TE30
09dcdf80448a71dc70388170702b0103,TE30
d4067a4e794c7406ee33aed037c4f839,TE31
c98785034f0aa0fa67eddf293681a5de,TE31
bf3fb8cc30572fc78f6aeed31496577c,TE31
fecedb84765b4ed6d08b246fc384b02f,TE31
671c32dcebc9fd184c4ae70a1aba1cc0,TE31
3d3f9f3500a849e46b9b091cc1c94bd5,TE31
44288f06c9c615dc0a3eb9e65e4943e0,TE31
bf7b8e0a658cc0b84b98216f9b84a22a,TE31
caf5b2a513f12514b102f0961047ad8b,TE31
a07956edd5608f68904af6b62464fefb,TE31
fc1b383156010516ffdf0979fee49449,TE31
26a3782e73dfe86ca3d5f67adabfa39e,TE31
84208551584ef4597f44749a54db0433,TE31
040692a0cc504f3f96cfa16e7f06f71e,TE31
1e3d9b0507f41e2b9861e1ee1d2ab254,TE31
c2bfbc8a5094ca3acc960fb72656e9b9,TE31
46e6b85681688fcbe56cf50325e0ef7d,TE31
415ec98710421c2c8c253c6ea131ab47,TE31
4c059979ba6709401799b045c2286e3c,TE31
851f83191dc86519a6e64657b380135f,TE31
8dd7bc7fc54859469fefffa61793463d,TE31
7d072f961d729af8c6fe393c04f7fcc7,TE31
98528f2790dd73536af121879257cd3d,TE31
0cb4a78602f9f0d0bc9eb10c239705fc,TE31
fb410af566996eba2f3733337e2f5543,TE31
8f8fd75be0f0221e165c322d269d9fae,TE31
abb1c748ed6692a766d8db9b1fe64211,TE31
8961ecef47078291d2eba9f440a4b9c7,TE31
b907b94a76089f9300d19d593493530c,TE31
abfbac149a97e3ff9c19123564831803,TE31
e7c8ba6aedad2ded155d2f947b6b4d8c,TE31
a54cbc0cfe9f8caff0ae80cb5fc5ed0f,TE31
cf67682fe188db18670cc76d15f72dd9,TE31
82188995de32add4f66aad2f1f585bbd,TE31
6f6b618b5db79aa1292b453c66ab82a6,TE31
3de129828a6c34c2f34bc7a1764d37ec,TE31
ea174b9956dd32b2b3dae799258e0fb4,TE31
6de2338c670a52b0952328a8a0aea487,TE31
15ee672d8af5ab6106325689ea9f0b0a,TE31
d56aa05def889f44c5ff857b0885d78f,TE31
9e5de61de30f9cabf8e591251ce46a93,TE32
ff44061f5bdcbea962d8acedb382b14f,TE32
2c7a01274502763dec57aec37cf7e703,TE32
4823f7b5d3a4d833854e02cb36e7827a,TE32
d9d15f8e3a423f4dfb243e27be9d6b33,TE32
b7fc14e5e2b7ede0ecfbbfca656c329c,TE32
0c102ba8b85f066b33189904930f7c5e,TE32
7e07cdceef3b61ff08f263ac4b3a078e,TE32
adc0534b4634271fa97cec7288337d2f,TE32
7c816cceebd0620263241150ebd8ff48,TE32
32cd122830763eeac4b55a94f4cfea52,TE32
65f0040fbc91c0b38d82d287bd777e2c,TE32
4ae4000fb27abcc6702d316af55bbe4c,TE32
f94b83f2c5cd1e9dc231a3821987e78d,TE32
054a9d199d38a441dc6c678b8444293b,TE32
4098a41faad9c1988c01dd88fc0d56bb,TE32
fd9625ec0291461d5326b169e4da9f15,TE32
ada2528c2629190a598624dc26700f62,TE33
4564aed862ba34087a91c0ef6518e4de,TE33
137a498d06ac228331041ddf61db3bf9,TE33
8dec43c65f6f1da90170f9cf8088aa6a,TE33
3921a3815099c2793ffce8d4f1fb12ba,TE33
fa17ee6a14a9b903fc11668953351587,TE33
f87e48898ad0abdbea549e08a82a3dc2,TE33
d6de5831820913ed893f3cd341f69985,TE33
201d2c9b3f7836e2bd89c0f4a59e8351,TE33
0cdaf504866a67e8782524b5a0cf6991,TE33
8515d5f777f6ef0dcdf646d9ea37916c,TE33
70f31181aaef0d607db829a3047dfa88,TE33
27d88f6635788981f00aa7dbb071f027,TE33
708975dbb23bd70f167b85bbe3d56836,TE33
995cdc340125a7e53c105d07ced1d54d,TE33
0cbeba3775cbab56f6c6bf469a86d550,TE33
285575ebd68a3ec2f87941542f42dd48,TE33
78e063a4139d8d0d5fcd9b301fd952cc,TE33
4e64881a0eda3fe8c6c79a924f54dfef,TE33
7cbea0d0cf1d04bc4b2ceca41bb55f49,TE33
f6acda781e12942c72f5e76bf713cf5a,TE33
c055f2bd43c9f668c639ff965fd00466,TE33
0cca2ba4bd1d4d209d7392c51c56b6bd,TE33
9a656e3162251a397aaecbce963cd692,TE33
b1f833692d49f2a46390db9028f32c00,TE33
6d5449135331416dec4bfb5a4863c09c,TE33
389414597e36317047aae34e25af828f,TE33
9671c828978b735ee58b81bcad9fa6d8,TE33
bd3591d987242bfc98d0dbf66160149c,TE33
33d0b41129142264b7034785e85edec2,TE33
f218cc79301eed51c9f3934418748fd7,TE33
0b1b7f506bb406f7b63beb3be30527dd,TE33
050d99257bd864e86eae3d0d8bcd2f40,TE33
bf7d729ce8c72f706c754575b9d1e096,TE33
524fc1496de4b90318301af12e7a85bb,TE33
ddfe2627fb3b0d07d4854c7e0a17721c,TE33
a7c330733ba6907c9803f40ac245dcb6,TE33
41bb33e8aa94c3f5fcb6e74f7ff09d99,TE33
bbb96c1d1eabbbd28337c6fa9ad82771,TE33
0210c8dbef0ce008d1f17bef762d19ad,TE34
87fd15079fec286a0a48f504a122c7db,TE34
e8a0e606adcb1332c467623d0564af97,TE34
3c36de7b403227c7eb8c64ce1b2aa527,TE34
949cb0c90c47a53a619059470b9737cd,TE34
f09ca76a8be564d673d93101aaa11e02,TE34
1cf1f4baac891bcdcf1961fdd708ae7a,TE34
594055fcf8113596911bdabe66bafb2c,TE34
62127aa9972647f255a5b8ddf958b5d7,TE34
36e30a7c708b0a06e03e731ed1d4188a,TE34
cabb41c895bd4e11ce73776be523c273,TE34
e84f710ced7c117e6073299dc5be1907,TE34
f6e7f27b3e844ec4c3dc20d9e73d6ab7,TE34
adc8c90678052d77dcf055adc1e4b917,TE34
93a2615c35707ddaf55ba12242a61127,TE34
65fc9564bde1b921dade26e614737d42,TE34
3d85ae12bd345431800c19a091a9242e,TE34
d40ee3c6c27116efbf07e5f50a54b255,TE34
5f063d7afba58c0b3b090cca383e2d43,TE34
e5f6bcb0ea0c857619ab167dafa4d740,TE34
8ea31072f7139de64ebf389341d50209,TE34
789e3374df529a7a972ff3026bb02342,TE34
65892dc3b370ac0f13c2e4ac9c45fee2,TE34
5312bdf1058edf3fb4034138f3b5a411,TE34
8d34d059b5947c6e04d99936dae2dc07,TE34
93f6287781c97a1c9612946c9510caf7,TE34
1ad0f1283d4d54bce4d2065a07f14811,TE34
a44503d131561c5a609b04e65cb008cb,TE34
7c11286064424285e45b69364d0094c9,TE34
221d2527c6914a30e98c3bdd93dae7aa,TE34
3df2a08c9f17563d228d2f90b5049521,TE34
66c8b976b9e60393f2f041dc3be860f7,TE34
789893ff1d1c2d6fac768b61f4cb245e,TE34
f9faf11b2c403b16e31e528aa7433aa7,TE34
05d40c64c0a5c63dc90075b3d78ac493,TE34
080a2df55c4e72af97639f1ee2115c15,TE34
2e301c69f0043f6f025f40c34556d04f,TE34
5b4f4deb8bfc3b8887dc2c38f330fa75,TE34
e1082702cb0199659e7717e5dc611a61,TE34
44bdcd592c51abed6161c9290ec5e05a,TE34
00076c43f2f88b4d6d0d23c90e5f1222,TE34
437e081b0aa96563637d3424e82eb102,TE34
e58dbece2fd3252c8428aa3d3a145639,TE34
dd21dfbb3a5fe54656e77fae86fc03f5,TE34
802ff2d566123a35136947f23d80e30d,TE34
7ace2bb58f6dfa6da3a4258c47717806,TE34
c97b3ede63a403ba87b8d13623c6e863,TE34
871ae738939f0c8b84b6eec3a56050e7,TE34
3a907f5ca8003d5c32a9592e1e8b0574,TE34
1895f6f2763a7d783711103d52ee7798,TE34
9cf4b061438d74088842ea2d684b4e7f,TE34
8254feb352c8b1079528bdf4c0ff3e37,TE34
31a2543d28c60b0d44ca8b4730b7b1cf,TE34
0ff92d86b36ad2315831aaf1047763e7,TE34
992562497fef778a0523b97e200eacc8,TE34
73ef3b8f5fc8856838208e59e4e3a196,TE35
25cb12770d823058ee90aee999b5925c,TE35
f63f421c2617e7e63bf8369795b1855b,TE35
1ae6ab19b3d074ce67bcec89583ca27b,TE35
c52b4ea24f795812b397bfe2ffe420dd,TE35
6e33da28081a7c1d54f4654bd96f9cce,TE35
34926b674ccbe6e6b4671c9b6b5cf91c,TE35
ec5aae843e9d902cc9a5a0d2922dd551,TE35
24107bb418689979c6be2144a47455e1,TE35
a7df0ab79063986cf102c88249c5f1bf,TE35
5ba8b552a55fe3f0f888c67d8b73afa3,TE35
0665abc62989902ffc1159c74c2025dc,TE35
917be6e8527d22979530ca44cf1af6ad,TE35
982eacf8543037413d705ce1aaaa1759,TE35
f077c3f8a1c438d8c52998d9eb2fd534,TE35
a423091fb41fd5b565364529478fde3d,TE35
43d62fa9fb9a63f01f66f4d964e1c935,TE35
d3354702ba199138bb2346d12aebc356,TE35
f4cf5397278a38161c63a7e08297ea4d,TE35
fdbd03a8d6125c96ff7784ecfe934d19,TE35
1311a35b3865a7744fc6c7cc2a7a9144,TE35
902fe6007c694b6b08641a5c3f95dad1,TE35
77fb53fe759ced2d454d0be15162400d,TE35
13bb31196a9a202c3c5603879a0a2fbd,TE35
00bcbc76fa56c2abc7a11515f847372c,TE35
56f07fdd612e288ec444f76a859f8668,TE35
ca4fd2016213cafe647dd77445112f5f,TE35
111200ca3dcbace7960c72cbe7cbfe21,TE35
f764db91bb9d2130f3c8d79ac31686e3,TE35
f747af975c5da65726aa5951606af92c,TE35
7c77ea4beb4bc51eacb9c31542f909a5,TE35
34dd775bd741cbe9bc9f6a3d762589a2,TE35
6748d93631c422122c9ccc7f8b14472b,TE35
beba16873357d61a0212893568996a07,TE35
3f97d0814db45eaaa8d1c91c903445e7,TE35
9ea1f2988b17069bdabaf5d1126d63ec,TE35
03c8ee9e39f73dda023982eb438fe4ea,TE35
460e59b90fbdb6205b0622ebd61130b9,TE35
c0b4ece5223aa31dda6082c810d27923,TE35
cfd734464853d59636ee05f6f3b9c033,TE35
9af1a354320bdaf91efb22a47be8fc40,TE35
10da6a9444a6fd2bd2c8f4a95f2869d0,TE35
72fa5dfb0b4b1943302819c232c89fe4,TE35
6e5577e1dc4b0113aeb5e4cec37c2314,TE35
c5cf4aabf96528b5aa5ddbd51a39f125,TE35
15f933b1837fecad55cb6d02f42569f4,TE35
7a6ac4b2e1bb52a1e40f400242ea004f,TE35
b03863f0cd0595cc2d55b4d191ea4c99,TE35
1b281d8c15a249c8647ba7784935df8a,TE35
0cbab9d2941f2c9a06e70a7e8a6d95fc,TE35
cee9ca3b9dd804542ba93bb87f4c74db,TE35
001d8ed136f9101888d0f8b657b84f59,TE35
cd451b02b83acdabc87dc0576f650224,TE35
a3545add57757f9893e7519ee87feb67,TE35
f0eece646ae7c27fbf011d3d38be3725,TE35
d6eb6d3d162516729381ed24508fbd35,TE35
d53b3f8f56b1ec5093be6846fbc796a4,TE35
78a3411259967dc0273506e00fb12e07,TE35
5b987486d842b0a48bff4b6792b86aa9,TE35
26498d649b3ca3e58c4819c5b33afe59,TE36
5b7fbd124204b50226bd16d87ec3153d,TE36
a779cc4c1e5d664e96368abd32521933,TE36
d3df795ecb83b3639026149bca2892b1,TE36
8a112ced36d62fa453855d8336f04bd9,TE36
c3f5fc7c82e53f6376d78d1aa4154c27,TE36
d5b0dfdf5b7168a2f9b3afd2fc7dc2ff,TE36
8953d91463d74d512f86d9407ec9721b,TE36
cf104dac06e45ade1d29688087d841c5,TE36
7c6415d8648584281d445e8063b91de1,TE36
d65a7b15c948f655aef11100013a1c2b,TE36
0ec58eec847f790aa89c3acf8dbb86a5,TE36
b6e72f18907162e753fe7436fd3d0e29,TE36
66383eb3204759c58cae3e7a5c3c19c9,TE36
a3ad5b8d939eaa71a7c0537d8bd6ec24,TE36
391da5008d253ab98cc047e2b0b9dfaf,TE36
3800be07a02f31f80cf227ea385d35c4,TE36
57d8bea30be9503d74a3bf0e4330e50e,TE36
70200bcc2d88ce01298057586405607f,TE36
825f235dd67741085655e876de1540e5,TE36
541719cdad61e46d1894127dd8c74e8f,TE36
317c81f274328871229f3619fecdd316,TE36
076b5ebaf15ef1ef24d728243e558238,TE36
740c33fb913c1412538be2f4a3b02a52,TE36
9c9574719ddfa0310967a2d3a8a95ca9,TE36
caefc0e876844f0f22594843876df0c2,TE36
b691552600cd23c84f673c8a4e2a5747,TE36
8d7ac1c8daed3bc4015cf8806ca1f7d5,TE36
e94a5c2d8334396e206520d283208674,TE36
7f89e97a8fddeaadefb779ac45e19441,TE36
1440ecdcd8024f102c493a5ad3000c82,TE36
bff48f7c18ce05a34b80ee3194f99f80,TE36
4426afbc6b6707cc8d38eb0c7bdd35ea,TE36
9728b8ea7a77d57d3ff3b8fe0b34c957,TE36
3ea54a8d693395df84b390fe60288170,TE36
54a5a58a7c57be18d7901fab36d8db97,TE36
d4d1dc6cfd80a8ac7ff0838df8e59347,TE36
f2b288757323e13409a5c2f7732e6531,TE36
2ebb147d77b2e92bd36c6511ba83e844,TE36
b82b0f4f9f4d37e05d8bd40ef321f614,TE36
74d5cd937cdcbd59a8e8a8c5f22f3855,TE36
98facd1eede7631b3e0dfabf29e71805,TE36
5bb707eb61fbfc0a37e100fe4a9a66e3,TE36
3f6703aee5612ba24f051f5ebdf4222e,TE36
43af8522cc8dc7567c5a39ed077c0939,TE36
3366afd53e3e0e574aedf64cbd5717be,TI13
fb516261b0d10ca397a55f4f4e7dc301,TI13
7c8d8b4fb2fc028db40c391107cb7cab,TI13
a0c4f53c327f587d3d36201dc46755db,TI13
b00bfd1f034bc87b390909364c2b37ea,TI14
26a0376445e2b49eeec391ed904ae26c,TI14
71b6b0fda6c454feb913255406eb03ad,TI14
9a93fded89ed0f7e0b5c599d545aa28d,TI14
dc77d3d1fe40739cea580049df04d064,TI14
eca4378e6da0c340d7f28a672f1811cb,TI15
18bb964e8397380b9c933bd3d8f6ecdb,TI15
1545d84dc6d293704bccb06d05154cdb,TI15
44a157d1dec0a135482ea70920d187fb,TI15
d066b3fe30050ddca909301df446a627,TI15
b5ed36eb8c3db4b73202686cb09246cd,TI16
26617356a55a35e8d332c47fbaab9b07,TI16
96f420e24387c9e629d51574880a5eea,TI16
89cd7de013abf989f4a114bc2a03eda9,TI16
6fba391ba641aa0441d8c0241e538583,TI16
028fc981e37dc69b365f56cf05fb94b4,TI16
332ac2c96b578069cf281b1604911750,TI16
687f47310db4cb0749c663a1f2a15061,TI16
238d73729e0626eda1a73e8ce1159dda,TI16
5d14e74592705cac99dda70499fc9fb1,TI17
37ba5d531d3211cafd1b742ca78e919b,TI17
17e9f6491a2bfaaf886041a5fd7dcd6b,TI17
732f2bd86e6ba34203a972dc6883e8c0,TI17
3db050d5e8a87da06383aecc4513263b,TI17
b044a32f0191e9558784e76dd3e096e3,TI17
f8ec72c2deae2599dc06a3544b1d3cd1,TI17
0b4a2fc6ac4a23280a81bf792030b4a0,TI17
e09379907a2072ce826c14e56b14a916,TI17
0a5e04a11ac41f288187368e637b2ff7,TI17
002dfc658c475172ad26662aef8efa86,TI17
308d2a0d983a18e31a58c6b3f69c6125,TI17
1e57ef0395c0e7efd4c1aa09e41139c1,TI17
4d7a1b7515a949c87f93b55f78c0f7fa,TI17
5becb13822a87603de8d2cdfc8041ae6,TI17
2cb1030e1a8be20e244d61cb6fa2f21d,TI17
5f9c1495f10d10e1f8954f8ac525deb6,TI17
51c81956eb5dd4856e3dcbdd34fc6473,TI17
c698ebf0538e72402a45af8164d8bff0,TI17
0d0ff02ed0d0c5cbe65c52925583c014,TI17
44ee5763463616e914ec5925ce98583a,TI17
967272f15f54cd28d74f98442d1d86f5,TI17
e1c74f6ac203dd388d17ae1ac1c750e6,TI17
887c94b69797d39db071eb96ea506d6a,TI17
7a63ad5840d56997580320e8337c7eac,TI17
cbf761553ee111b0b5039f6c7c1ee935,TI17
118fe83e644140f4b1e348933cc4e088,TI17
65eada89b389c51ab6f06cf825945b40,TI17
a992e75511faf031b4d5e6713d5e4fa8,TI17
c0bc0c1e895710e50ef40432b3f81c32,TI17
fd41cd3a93755a7928b811def60daa6d,TI17
ae106511e9125c856348e3459d3ce059,TI17
2c10846835871b6c45b76f26f15ea681,TI17
6000506f728cb7176e0241a0f37ab631,TI17
3ad53d1e44e011d78a600c31869a39fe,TI18
356d7cd67768eb5c12648570c66b3c3d,TI18
3820617b9d1fd1d6802c677b7b94e460,TI18
bc52ead3dfc26b5a48399a2c1cb0c756,TI18
73d3eff49bb6af9a1b536cae4fc00e53,TI18
934851ee19dd7ff963265498e4b9e41d,TI18
fcfdd65674418fde55b9d7c82320df02,TI18
87cf8d72d065c2c8e619e9b34db1ba51,TI18
2b2ed9746d1a7a61edef1dbf8d25c989,TI18
a24488e9553d851bbad706cf303f1ca4,TI18
ccb3c2fada665470c24c925e415cec44,TI18
a6ff17e1fa01c403b8baf69500136607,TI18
3ddb723777ab5abc84e8df75765eee00,TI18
5fa8b5d420b031027e9a0e0b99f9f1ad,TI18
e40419eb268a666d13a5b9e8576ccfbf,TI18
ca43fdb0df1b7a5ba7db30219316225b,TI18
fa8669e0a801849ca2100b6cd4638793,TI18
664096dbf85b08257ce09b90ca517868,TI18
5e271e386e92f69bbe6f72ce9bf66076,TI18
af288ac608fdde7ccf1940b3b06a87f4,TI18
544aae0e7f2bd714285e756b6b780754,TI18
2c9ec62f1d8c010fdd7872dbd60ba5fb,TI18
c0f77d8d5b0211da363d182b529db306,TI18
03dda3397fc29043706409c42f185f20,TI18
b3bbe89613a104a0f64d2c021fafc628,TI18
c2c0ffb649313e765aef66a644739ed6,TI18
05539686a48c46dce06575ee249e8980,TI18
2c99a890149af498a993c214a125336a,TI18
ed000049b79c4b20723990090cacf712,TI18
37096ee9a426ab1040c99e56b8edb75f,TI18
97c22c32a1537ce6045590a56a6c4956,TI18
6be1a8e561742450285bbc3483a08de9,TI18
184a94094f34e60f1c17542ce3710745,TI18
72f8755bb51dfdb46a938ee16ae0f197,TI18
6e76079332c3704d01d3e15832b3705f,TI18
4bdec19f4adf4fd792c03d7c928a29ef,TI18
80c8dbb0c26287d159f490a27e201536,TI18
882d3bd644cd86003bc72cc099ff4926,TI18
ad498fec4d923aae3887152925f012bd,TI18
8c7c0d4d6ad4772d06ad134236c88c26,TI18
fe2df5ca08587f570a6dcbc2f4700f70,TI18
7b5400ce5a3ddccd123499d4f1979847,TI18
c0accb61ebeb926fa426646e902c6806,TI18
9231320f8245ba058506267ced09c6e2,TI18
8948461534ed4d32215da0b7da2da7af,TI18
cc36c634e11170ee60984df137334377,TI18
5237c249a13dee45d4cfb69c2c97da19,TI18
7e3e881de3c5d65e0c82dd6081532a79,TI18
57215cbc7d5587c2566745562ff63ec4,TI18
c411c2e7a91178899571778db16f41c0,TI18
5402dcb20ed46398d405acf96f047f1b,TI18
da3d79c8c71d1c75906b5f7144361a00,TI18
a5fe6ecab589b57be4f20d0afc7b10df,TI18
69db2b4dde40849779016e77d4c9f7d7,TI18
1153fc45c96ccea021ba0a46cee9984a,TI18
